,instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area,worth_per_sqft
12339,12/27/2018,30415.63333879826,Completed,Unit,Flat,Dubai Investment Park First,55.56,547.4376050899615
12344,07/25/2018,265135.0046105649,Completed,Unit,Flat,Al Thanyah Fifth,390.63,678.7369239704193
12347,08/26/2018,111384.7199276553,Completed,Unit,Flat,Burj Khalifa,107.3,1038.0682192698537
12349,09/17/2018,56260.09372466137,Completed,Unit,Flat,Al Safouh First,88.07,638.8111016766364
12350,09/18/2018,111003.41174384695,Completed,Unit,Flat,Al Safouh First,185.35,598.8854153970702
12354,10/14/2018,73440.10457043111,Completed,Unit,Office,Al Thanyah Fifth,102.19,718.6623404484892
12355,10/28/2018,70882.44654452441,Completed,Unit,Office,Al Thanyah Fifth,110.96,638.8108015908833
12356,10/28/2018,74779.20846652538,Completed,Unit,Office,Al Thanyah Fifth,117.06,638.8109385488243
12357,10/28/2018,99986.7209795911,Completed,Unit,Office,Al Thanyah Fifth,156.52,638.8111486045943
12359,11/15/2018,91894.60463756806,Completed,Unit,Office,Burj Khalifa,104.62,878.3655576139175
12360,11/15/2018,117956.4997095678,Completed,Unit,Flat,Burj Khalifa,98.48,1197.7711180906558
12361,11/19/2018,389563.13506544183,Completed,Unit,Hotel Apartment,Burj Khalifa,162.62,2395.542584340437
12362,11/22/2018,78467.5862079198,Completed,Unit,Flat,Marsa Dubai,75.59,1038.0683451239554
12363,11/26/2018,38609.75332921363,Completed,Unit,Flat,Al Barsha South Fourth,60.44,638.8112728195505
12364,11/26/2018,222553.4146741336,Completed,Building,Villa,Al Thanayah Fourth,463.09,480.5835035827455
12365,11/27/2018,260395.432907193,Completed,Unit,Hotel Apartment,Burj Khalifa,163.05,1597.0281073731553
12366,12/17/2018,39472.14781107589,Completed,Unit,Flat,Al Hebiah Fifth,61.79,638.8112609010502
12367,12/24/2018,114308.84924305875,Completed,Unit,Flat,Dubai Investment Park First,178.94,638.8110497544359
12369,06/20/2018,29425.196459026803,Completed,Unit,Flat,Al Warsan First,67.0,439.18203670189257
12373,07/19/2018,88702.15008853916,Completed,Unit,Flat,Business Bay,92.57,958.2170259105452
12374,07/23/2018,15155.739170365381,Completed,Unit,Office,Business Bay,29.2,519.0321633686774
12375,07/23/2018,15155.739170365381,Completed,Unit,Office,Business Bay,29.2,519.0321633686774
12376,07/23/2018,22833.461054265197,Completed,Unit,Office,Business Bay,40.85,558.9586549391724
12377,07/24/2018,102768.71284748934,Completed,Unit,Office,Burj Khalifa,107.25,958.2164368064274
12378,07/25/2018,122127.89254527664,Completed,Unit,Flat,Marsa Dubai,95.59,1277.6220582202807
12380,08/16/2018,85447.38058340152,Completed,Unit,Flat,Al Hebiah Fourth,133.76,638.8111586677746
12382,09/16/2018,20754.14450096477,Completed,Unit,Flat,Nadd Hessa,37.13,558.9589146502765
12383,09/18/2018,269115.2240630687,Completed,Unit,Flat,Marsa Dubai,224.68,1197.7711592623673
12390,10/15/2018,168425.7535844082,Completed,Unit,Office,Al Thanyah Fifth,234.36,718.6625430295621
12391,10/28/2018,70882.44654452441,Completed,Unit,Office,Al Thanyah Fifth,110.96,638.8108015908833
12393,11/14/2018,1038582.6018126233,Completed,Building,Villa,Palm Jumeirah,434.97,2387.7108807794175
12394,11/14/2018,56136.27984163099,Completed,Unit,Office,Burj Khalifa,63.91,878.3645727058519
12395,11/20/2018,97527.28319402726,Completed,Unit,Flat,Business Bay,87.24,1117.919339683944
12396,11/20/2018,144781.75299389983,Completed,Unit,Flat,Business Bay,129.51,1117.9194887954586
12397,11/22/2018,13846.23487842278,Completed,Unit,Flat,Jumeirah First,43.35,319.40564886788417
12398,11/22/2018,38239.201893781195,Completed,Unit,Flat,Jumeirah First,119.72,319.4052948027163
12400,05/31/2018,97219.04671470358,Completed,Unit,Flat,Marsa Dubai,121.75,798.5137307162512
12401,06/28/2018,108958.81352323569,Completed,Unit,Flat,Al Thanyah Third,113.71,958.2166346252369
12405,07/23/2018,15155.739170365381,Completed,Unit,Office,Business Bay,29.2,519.0321633686774
12406,07/24/2018,185461.1788951113,Completed,Building,Villa,Wadi Al Safa 6,402.75,460.4870984360306
12407,09/18/2018,123645.92938676891,Completed,Unit,Flat,Al Safouh First,206.46,598.8856407380069
12408,09/18/2018,76341.08833070843,Completed,Unit,Flat,Al Safouh First,123.36,618.8479923047051
12409,09/24/2018,59645.79882209896,Completed,Unit,Flat,Al Safouh First,93.37,638.8111687062113
12410,09/24/2018,150718.7362526901,Completed,Unit,Flat,Burj Khalifa,171.59,878.3655006276014
12411,09/26/2018,36990.23213062996,Completed,Unit,Flat,Al Hebiah Fourth,81.27,455.15235795041167
12416,10/14/2018,53716.01145704979,Completed,Unit,Office,Al Thanyah Fifth,96.1,558.9595364937544
12417,10/14/2018,53704.80960184453,Completed,Unit,Office,Al Thanyah Fifth,96.08,558.9593006020455
12418,10/28/2018,70882.44654452441,Completed,Unit,Office,Al Thanyah Fifth,110.96,638.8108015908833
12420,11/15/2018,64955.10726703665,Completed,Unit,Office,Burj Khalifa,73.95,878.3652098314624
12421,11/15/2018,148368.94311608904,Completed,Building,Villa,Al Yelayiss 1,216.0,686.8932551670789
12422,11/22/2018,62044.55370992833,Completed,Unit,Flat,Jumeirah First,194.25,319.40568190439296
12423,11/22/2018,24967.896669933256,Completed,Unit,Flat,Jumeirah First,78.17,319.40510003752405
12424,11/22/2018,44327.076367720554,Completed,Unit,Flat,Jumeirah First,138.78,319.4053636526917
12425,11/22/2018,38239.201893781195,Completed,Unit,Flat,Jumeirah First,119.72,319.4052948027163
12426,12/24/2018,456997.63574089145,Completed,Unit,Office,Burj Khalifa,572.31,798.5141544633004
12427,06/18/2018,182735.12211876787,Completed,Unit,Flat,Palm Jumeirah,163.46,1117.9195039689703
12428,06/24/2018,32619.28306642997,Completed,Unit,Office,Business Bay,40.85,798.5136613569148
12429,06/27/2018,148368.94311608904,Completed,Building,Villa,Al Thanayah Fourth,207.01,716.7235549784506
12430,07/15/2018,250230.3798764235,Completed,Unit,Office,Business Bay,313.37,798.514152204817
12431,07/19/2018,13941.191002017076,Completed,Unit,Office,Business Bay,26.86,519.0316828747981
12432,07/23/2018,15155.739170365381,Completed,Unit,Office,Business Bay,29.2,519.0321633686774
12435,08/13/2018,55664.39241805027,Completed,Unit,Flat,Al Hebiah Fourth,139.42,399.25686714998045
12436,08/30/2018,237390.3089857425,Completed,Building,Villa,Wadi Al Safa 6,369.85,641.8556414377248
12437,09/17/2018,143954.52195155606,Completed,Unit,Flat,Al Safouh First,257.54,558.9598584746294
12438,09/18/2018,84565.6239544626,Completed,Unit,Flat,Al Safouh First,136.65,618.848327511618
12439,09/18/2018,220666.16171769693,Completed,Unit,Flat,Al Safouh First,394.78,558.9598300767439
12440,09/18/2018,79441.55413500535,Completed,Unit,Flat,Al Safouh First,128.37,618.8482833606399
12441,09/19/2018,169133.2508896573,Completed,Unit,Flat,Palm Jumeirah,211.81,798.5140025950489
12444,10/14/2018,57120.11430343377,Completed,Unit,Office,Al Thanyah Fifth,102.19,558.959920769486
12445,10/18/2018,206304.86405324665,Completed,Unit,Hotel Apartment,Burj Khalifa,89.09,2315.690470908594
12446,10/28/2018,89681.08837521911,Completed,Unit,Flat,Burj Khalifa,102.1,878.3652142528807
12447,10/29/2018,63106.57860475329,Completed,Unit,Flat,Al Hebiah Fourth,112.9,558.9599522121638
12450,11/15/2018,116390.16877709125,Completed,Unit,Office,Burj Khalifa,153.43,758.5880778015463
12451,11/22/2018,163625.12806094403,Completed,Unit,Flat,Burj Khalifa,170.76,958.2169598321857
12452,11/25/2018,346139.9222991845,Completed,Unit,Flat,Burj Khalifa,216.74,1597.0283394813346
12453,11/26/2018,125813.89638358119,Completed,Unit,Flat,Marsa Dubai,78.78,1597.0283877073011
12454,12/27/2018,30415.63333879826,Completed,Unit,Flat,Dubai Investment Park First,55.56,547.4376050899615
12456,05/29/2018,205579.04318352274,Completed,Unit,Flat,Marsa Dubai,198.04,1038.0682851117085
12459,06/21/2018,101858.46938147212,Completed,Unit,Flat,Burj Khalifa,127.56,798.514184552149
12460,06/26/2018,37019.08989006603,Completed,Unit,Flat,Al Thanyah Third,46.36,798.5135869298109
12461,06/27/2018,100306.15931412006,Completed,Unit,Flat,Burj Khalifa,78.51,1277.6227144837608
12469,07/23/2018,15155.739170365381,Completed,Unit,Office,Business Bay,29.2,519.0321633686774
12472,08/30/2018,170624.28458350242,Completed,Building,Villa,Wadi Al Safa 6,254.99,669.1410823306891
12474,09/18/2018,122445.6988214313,Completed,Unit,Flat,Al Safouh First,219.06,558.9596403790346
12475,09/30/2018,20400.729678462245,Completed,Unit,Flat,Al Warsan First,45.0,453.3495484102721
12481,11/15/2018,73984.6927761387,Completed,Unit,Office,Burj Khalifa,84.23,878.3651047861653
12482,12/31/2018,51334.83828897967,Completed,Unit,Office,Burj Khalifa,80.36,638.8108298777958
12485,05/31/2018,155269.43429147525,Completed,Unit,Office,Dubai Investment Park First,324.08,479.10835068956817
12487,07/17/2018,215134.96751832913,Completed,Building,Villa,Wadi Al Safa 7,196.0,1097.6273852975976
12488,07/19/2018,23600.82522806161,Completed,Unit,Office,Business Bay,49.26,479.1072924900855
12489,07/19/2018,22805.493508487816,Completed,Unit,Office,Business Bay,47.6,479.10700648083645
12490,07/29/2018,81264.78589248742,Completed,Unit,Office,Al Thanyah Fifth,101.77,798.5141583225648
12492,08/14/2018,136398.53678548298,Completed,Unit,Flat,Burj Khalifa,126.53,1077.9936519835849
12493,09/17/2018,59645.79882209896,Completed,Unit,Flat,Al Safouh First,192.02,310.62284565200997
12494,09/17/2018,76341.08833070843,Completed,Unit,Flat,Al Safouh First,123.36,618.8479923047051
12495,09/18/2018,221532.56216102332,Completed,Unit,Flat,Al Safouh First,396.33,558.9598621376715
12496,09/18/2018,143954.52195155606,Completed,Unit,Flat,Al Safouh First,257.54,558.9598584746294
12497,09/30/2018,58111.07047450614,Completed,Unit,Flat,Jabal Ali Industrial Second,121.29,479.10850420072666
12506,10/15/2018,205214.1297679287,Completed,Unit,Flat,Al Wasl,171.33,1197.771142052931
12507,10/15/2018,205190.1681836155,Completed,Unit,Flat,Al Wasl,171.31,1197.7711060861332
12508,10/23/2018,148368.94311608904,Completed,Building,Villa,Al Barsha South Fourth,262.33,565.5813026191784
12509,10/28/2018,123852.68150900118,Completed,Unit,Office,Al Thanyah Fifth,193.88,638.8110249071651
12510,11/22/2018,37466.27388461793,Completed,Unit,Flat,Al Thanyah Fifth,46.92,798.5139361598024
12511,11/25/2018,98592.49802112923,Completed,Unit,Flat,Marsa Dubai,123.47,798.5137929952963
12512,11/29/2018,251723.56491994383,Completed,Unit,Flat,Palm Jumeirah,210.16,1197.7710550054428
12514,05/30/2018,29730.24300607348,Completed,Unit,Flat,Me'Aisem First,46.54,638.8105501949609
12515,06/19/2018,31748.87666163943,Completed,Unit,Flat,Al Barshaa South Third,49.7,638.8103956064272
12516,06/28/2018,205508.79048895728,Completed,Unit,Office,Al Thanyah First,285.96,718.6627167749241
12518,07/17/2018,120116.45478345182,Completed,Unit,Flat,Burj Khalifa,136.75,878.3653000618049
12519,07/23/2018,111662.61495811174,Completed,Unit,Hotel Apartment,Burj Khalifa,48.22,2315.6908950251295
12520,07/23/2018,15155.739170365381,Completed,Unit,Office,Business Bay,29.2,519.0321633686774
12521,07/24/2018,28351.227864280994,Completed,Unit,Office,Business Bay,39.45,718.6623032770847
12523,08/15/2018,33058.45513805359,Completed,Unit,Flat,Al Warsan First,69.0,479.10804547903757
12524,08/15/2018,30303.61478674561,Completed,Unit,Flat,Al Warsan First,69.0,439.1828229963132
12526,09/19/2018,102968.34326045203,Completed,Unit,Flat,Marsa Dubai,128.95,798.5137127603881
12531,10/14/2018,57120.11430343377,Completed,Unit,Office,Al Thanyah Fifth,102.19,558.959920769486
12532,10/18/2018,281883.4843852815,Completed,Unit,Office,Burj Khalifa,353.01,798.5141621633425
12537,11/22/2018,25555.586053616084,Completed,Unit,Flat,Jumeirah First,80.01,319.4049000576938
12538,11/22/2018,36367.52767637173,Completed,Unit,Flat,Jumeirah First,113.86,319.4056532265214
12539,12/17/2018,34035.83555083083,Completed,Unit,Flat,Al Barsha South Fourth,53.28,638.8107273053835
12542,07/19/2018,72196.84701158985,Completed,Unit,Office,Al Barsha South Fourth,150.69,479.1084147029654
12543,07/23/2018,15155.739170365381,Completed,Unit,Office,Business Bay,29.2,519.0321633686774
12544,07/23/2018,15155.739170365381,Completed,Unit,Office,Business Bay,29.2,519.0321633686774
12545,07/23/2018,19571.56983985798,Completed,Unit,Office,Business Bay,40.85,479.1081968141488
12546,07/23/2018,15155.739170365381,Completed,Unit,Office,Business Bay,29.2,519.0321633686774
12548,09/18/2018,102977.98724175457,Completed,Unit,Office,Al Thanyah Fifth,75.86,1357.474126572035
12553,10/14/2018,64621.351329497,Completed,Unit,Office,Al Thanyah Fifth,115.61,558.9598765634202
12554,10/14/2018,64621.351329497,Completed,Unit,Office,Al Thanyah Fifth,115.61,558.9598765634202
12555,10/28/2018,89277.07974311401,Completed,Unit,Flat,Burj Khalifa,101.64,878.3656015654665
12556,10/31/2018,68448.60240164808,Completed,Unit,Flat,Marsa Dubai,85.72,798.5137937663098
12557,10/31/2018,224302.61032900072,Completed,Unit,Flat,Palm Jumeirah,140.45,1597.0281974296954
12558,11/15/2018,33345.91996534102,Completed,Unit,Flat,Al Thanyah Fifth,41.76,798.5134091317294
12559,11/25/2018,114347.20261485425,Completed,Unit,Flat,Dubai Investment Park Second,143.46,797.0667964230744
12562,01/13/2019,105308.0473089212,Completed,Unit,Flat,Marsa Dubai,131.88,798.5141591516622
12563,06/18/2018,336206.3990041476,Completed,Unit,Flat,Palm Jumeirah,210.52,1597.0283061188848
12567,07/23/2018,19566.747849206706,Completed,Unit,Office,Business Bay,40.84,479.1074399903698
12568,07/23/2018,32579.371820731743,Completed,Unit,Flat,Al Warsan First,68.0,479.10840912840797
12570,08/27/2018,124299.86550355307,Completed,Unit,Flat,Marsa Dubai,129.72,958.2166628396012
12572,09/17/2018,56260.09372466137,Completed,Unit,Flat,Al Safouh First,88.07,638.8111016766364
12573,09/17/2018,59645.79882209896,Completed,Unit,Flat,Al Safouh First,93.37,638.8111687062113
12574,09/17/2018,111003.41174384695,Completed,Unit,Flat,Al Safouh First,185.35,598.8854153970702
12575,09/25/2018,56260.09372466137,Completed,Unit,Flat,Al Safouh First,88.07,638.8111016766364
12576,09/30/2018,109196.7973079939,Completed,Unit,Flat,Burj Khalifa,136.75,798.5140570968475
12577,09/30/2018,176451.62319332993,Completed,Unit,Flat,Burj Khalifa,88.39,1996.284909982237
12579,10/15/2018,93483.63601834136,Completed,Unit,Office,Al Thanyah Fifth,130.08,718.6626385173844
12580,10/15/2018,76228.55048735489,Completed,Unit,Office,Al Thanyah Fifth,106.07,718.662680186244
12581,10/17/2018,58267.52552502205,Completed,Unit,Flat,Business Bay,72.97,798.5134373718247
12584,01/13/2019,80857.51314363375,Completed,Unit,Flat,Marsa Dubai,50.63,1597.0277136803031
12585,05/31/2018,68752.01689032049,Completed,Unit,Flat,Me'Aisem First,123.0,558.9594869131747
12586,06/26/2018,37271.39127783494,Completed,Unit,Flat,Wadi Al Safa 2,66.68,558.9590773520537
12587,06/28/2018,58770.64461112871,Completed,Unit,Flat,Jabal Ali,92.0,638.8113544687903
12592,07/18/2018,472065.6146814036,Completed,Unit,Office,Al Thanyah Fifth,295.59,1597.028365916992
12593,07/18/2018,68624.27123029753,Completed,Unit,Office,Al Thanyah Fifth,85.94,798.5137448254309
12594,07/23/2018,111662.61495811174,Completed,Unit,Hotel Apartment,Burj Khalifa,48.22,2315.6908950251295
12595,07/23/2018,17966.51461322813,Completed,Unit,Flat,Al Warsan First,45.0,399.25588029395846
12599,09/17/2018,47578.65594058121,Completed,Unit,Flat,Al Safouh First,74.48,638.8111699863213
12600,09/24/2018,69758.18087806224,Completed,Unit,Office,Business Bay,124.8,558.9597826767807
12607,10/23/2018,21559.86204655669,Completed,Unit,Flat,Al Warsan First,45.0,479.1080454790375
12608,10/25/2018,216231.26563901393,Completed,Unit,Flat,Marsa Dubai,225.66,958.2170771914116
12611,11/13/2018,121965.05763020673,Completed,Unit,Flat,Me'Aisem First,218.2,558.9599341439356
12612,11/15/2018,138483.12043626403,Completed,Unit,Office,Burj Khalifa,157.66,878.3655996211089
12613,11/20/2018,150036.75840565702,Completed,Building,Villa,Al Thanyah Third,375.79,399.25692116782517
12614,11/22/2018,25015.819838559753,Completed,Unit,Flat,Jumeirah First,78.32,319.4052584085771
12615,11/22/2018,61942.32750812134,Completed,Unit,Flat,Jumeirah First,193.93,319.4055974223758
12616,11/22/2018,44327.076367720554,Completed,Unit,Flat,Jumeirah First,138.78,319.4053636526917
12618,02/19/2019,161303.82176142128,Completed,Unit,Flat,Burj Khalifa,134.67,1197.771008846969
12621,03/17/2019,152003.98222243323,Completed,Unit,Flat,Marsa Dubai,126.91,1197.7305352015856
12624,05/21/2019,90615.36761002113,Completed,Unit,Office,Al Thanyah Fifth,113.48,798.5139902187269
12625,05/30/2019,36711.224333100145,Completed,Unit,Flat,Al Hebiah Fourth,70.73,519.033286202462
12626,06/13/2019,130557.02894158788,Completed,Unit,Flat,Marsa Dubai,81.75,1597.0278769613196
12627,06/13/2019,336161.66576779814,Completed,Unit,Flat,Jumeirah First,233.88,1437.3254051983845
12628,06/25/2019,142287.22595328902,Completed,Unit,Flat,Al Thanyah Third,178.19,798.5140914377295
12629,07/21/2019,24659.660190609582,Completed,Unit,Flat,Business Bay,42.53,579.8180152976624
12632,08/19/2019,200298.07320672023,Completed,Building,Villa,Al Thanayah Fourth,255.01,785.4518379934914
12633,08/22/2019,78449.1884589734,Completed,Unit,Office,Al Thanyah Fifth,163.74,479.108272010342
12634,08/26/2019,30303.61478674561,Completed,Unit,Flat,Al Warsan First,69.0,439.1828229963132
12638,02/21/2019,222553.4146741336,Completed,Building,Villa,Dubai Investment Park First,374.7,593.950933210925
12639,04/17/2019,83314.57702610774,Completed,Unit,Office,Al Thanyah Fifth,115.93,718.6627881144461
12640,04/18/2019,71541.2788364314,Completed,Unit,Flat,Nad Al Shiba,127.99,558.9599096525619
12641,05/23/2019,219925.13303130362,Completed,Unit,Flat,Marsa Dubai,211.86,1038.0682197267233
12642,06/18/2019,119911.26053512227,Completed,Unit,Flat,Marsa Dubai,125.14,958.2168813738394
12643,06/27/2019,133532.04880448015,Completed,Building,Villa,Wadi Al Safa 6,229.32,582.2956951180889
12644,06/30/2019,31851.102863446416,Completed,Unit,Flat,Me'Aisem First,66.48,479.1080454790375
12646,07/24/2019,72401.22523073225,Completed,Unit,Flat,Hadaeq Sheikh Mohammed Bin Rashid,87.91,823.5834971076357
12647,07/28/2019,167598.52254206446,Completed,Unit,Office,Al Thanyah Fifth,149.92,1117.9197074577405
12649,08/18/2019,60395.581276136116,Completed,Unit,Flat,Wadi Al Safa 2,108.05,558.959567571829
12650,08/21/2019,81362.19010364312,Completed,Unit,Flat,Burj Khalifa,84.91,958.2168190277132
12658,03/13/2019,265847.69482882303,Completed,Unit,Flat,Burj Khalifa,195.84,1357.473931928222
12659,04/18/2019,10856.526490162027,Completed,Unit,Flat,Jabal Ali First,11.33,958.2106346127119
12662,07/16/2019,280058.10127812426,Completed,Unit,Flat,Burj Khalifa,159.42,1756.7312838923867
12663,07/28/2019,111847.85358359218,Completed,Unit,Flat,Burj Khalifa,140.07,798.5139828913557
12665,09/15/2019,198940.2006393218,Completed,Unit,Flat,Marsa Dubai,276.82,718.6626711918278
12666,09/15/2019,163610.73627346175,Completed,Unit,Flat,Marsa Dubai,227.66,718.6626384672835
12667,09/16/2019,59895.72630677801,Completed,Unit,Flat,Al Thanyah Third,68.19,878.3652486695704
12668,01/14/2019,56598.67165285228,Completed,Unit,Flat,Marsa Dubai,70.88,798.5139905876451
12669,01/20/2019,80015.89031380774,Completed,Unit,Flat,Marsa Dubai,111.34,718.662567934325
12670,02/19/2019,185461.1788951113,Completed,Building,Villa,Wadi Al Safa 7,296.17,626.1983958372263
12671,04/14/2019,73555.09050134607,Completed,Unit,Office,Al Thanyah First,102.35,718.6623400229221
12672,04/14/2019,64237.22413576945,Completed,Unit,Office,Al Thanyah First,84.68,758.5879090194786
12677,06/13/2019,248369.83332974775,Completed,Unit,Flat,Jumeirah First,172.8,1437.325424361966
12678,07/14/2019,76308.37297875134,Completed,Unit,Flat,Al Barsha First,73.51,1038.067922442543
12682,09/17/2019,79103.19876022912,Completed,Unit,Flat,Al Thanyah Fifth,110.07,718.6626579470258
12683,09/19/2019,647804.2509185893,Completed,Unit,Flat,Burj Khalifa,426.98,1517.1770362044808
12686,04/15/2019,158399.64806886693,Completed,Unit,Office,Al Thanyah Fifth,247.96,638.8112924216282
12687,04/21/2019,505536.16455896216,Completed,Unit,Flat,Marsa Dubai,703.44,718.662806435463
12688,04/22/2019,405413.6118119483,Completed,Unit,Flat,Palm Jumeirah,507.71,798.5141356521407
12690,06/20/2019,145823.82226587567,Completed,Unit,Office,Business Bay,206.75,705.3147388917807
12691,06/26/2019,122987.0970948619,Completed,Unit,Flat,Marsa Dubai,128.35,958.2165726128703
12692,07/31/2019,123447.0408185218,Completed,Unit,Flat,Burj Khalifa,118.92,1038.0679517198266
12694,09/30/2019,256113.80194674892,Completed,Unit,Office,Business Bay,291.58,878.3654638409662
12696,10/14/2019,112837.17769629025,Completed,Unit,Flat,Al Thanyah Fifth,157.01,718.6623635200959
12697,10/14/2019,73665.32862608133,Completed,Unit,Flat,Al Hebiah Fourth,131.79,558.9599258371753
12698,10/16/2019,53561.11428043659,Completed,Unit,Office,Al Barsha South Fourth,167.69,319.4055356934617
12699,10/20/2019,561543.882711383,Completed,Unit,Flat,Marsa Dubai,586.03,958.2169559773101
12700,01/14/2019,179481.9846720045,Completed,Unit,Flat,Al Thanyah Fifth,224.77,798.5139683765827
12701,01/20/2019,66928.26584153752,Completed,Unit,Flat,Al Thanyah Fifth,104.77,638.8113567007495
12704,04/16/2019,42346.79608395011,Completed,Unit,Hotel Apartment,Al Hebiah Third,75.85,558.2965864726449
12705,04/21/2019,127155.37418276533,Completed,Unit,Flat,Palm Jumeirah,106.16,1197.7710454292137
12706,05/23/2019,219925.13303130362,Completed,Unit,Flat,Marsa Dubai,211.86,1038.0682197267233
12707,05/23/2019,127838.093874514,Completed,Unit,Flat,Marsa Dubai,123.15,1038.0681597605683
12708,05/26/2019,93796.62030384476,Completed,Unit,Flat,Business Bay,146.83,638.8110079945839
12709,07/15/2019,62413.39890251493,Completed,Unit,Flat,Hessyan First,130.27,479.1079980234507
12711,07/28/2019,22196.290628053157,Completed,Unit,Office,Business Bay,39.71,558.9597236981405
12712,09/24/2019,18965.482707228755,Completed,Unit,Flat,Me'Aisem First,33.93,558.9591130925068
12713,09/29/2019,432814.6107800423,Completed,Unit,Flat,Palm Jumeirah,492.75,878.3655216236272
12721,02/21/2019,148124.3569133622,Completed,Unit,Flat,Palm Jumeirah,185.5,798.5140534413056
12723,04/14/2019,72117.76636490895,Completed,Unit,Office,Al Thanyah First,100.35,718.6623454400494
12724,04/14/2019,67286.79939257755,Completed,Unit,Office,Al Thanyah First,88.7,758.5884937156432
12725,04/14/2019,72513.46633619958,Completed,Unit,Office,Al Thanyah First,95.59,758.5884123464753
12726,04/14/2019,74108.50665916908,Completed,Unit,Office,Al Thanyah First,103.12,718.6627876180089
12729,10/16/2019,164877.2135719007,Completed,Unit,Flat,Al Thanyah Fifth,258.1,638.8113660282863
12730,10/22/2019,91988.74473197521,Completed,Unit,Office,Nadd Hessa,144.08,638.4560295112104
12731,10/22/2019,76556.74258952768,Completed,Unit,Flat,Rega Al Buteen,159.79,479.1084710528049
12732,10/22/2019,34383.612353494944,Completed,Unit,Flat,Wadi Al Safa 5,78.29,439.1826842955031
12733,10/24/2019,39870.59260781415,Completed,Unit,Flat,Al Hebiah Fourth,71.33,558.9596608413592
12734,10/27/2019,392921.68864628917,Completed,Unit,Flat,Palm Jumeirah,273.37,1437.3255611306624
12735,10/28/2019,64671.64840121336,Completed,Unit,Office,Al Thanyah Fifth,115.7,558.9597960346877
12736,10/29/2019,141911.92671167688,Completed,Unit,Flat,Business Bay,177.72,798.5141048372545
12737,10/29/2019,109833.22588949035,Completed,Unit,Flat,Marsa Dubai,152.83,718.6627356506598
12742,02/19/2019,185461.1788951113,Completed,Building,Villa,Wadi Al Safa 7,295.99,626.5792050241944
12743,03/18/2019,87461.19224831619,Completed,Unit,Flat,Al Thanyah Fifth,121.7,718.6622206106507
12746,06/16/2019,349250.92229844263,Completed,Unit,Flat,Palm Jumeirah,257.28,1357.4740450032753
12747,06/27/2019,51475.41786258217,Completed,Unit,Office,Business Bay,80.58,638.8113410595951
12748,07/14/2019,128918.51651828537,Completed,Unit,Flat,Business Bay,115.32,1117.9198449383055
12749,07/15/2019,114470.94231341306,Completed,Unit,Flat,Marsa Dubai,95.57,1197.7706635284405
12750,07/21/2019,26039.49136158921,Completed,Unit,Flat,Business Bay,46.81,556.2805247081651
12760,10/14/2019,48322.058530064365,Completed,Unit,Flat,Al Hebiah Fourth,86.45,558.9596128405364
12761,10/14/2019,77695.4000434721,Completed,Unit,Flat,Al Hebiah Fifth,139.0,558.9597125429647
12762,10/15/2019,77430.26474212365,Completed,Unit,Flat,Al Thanyah Third,121.21,638.810863312628
12763,10/17/2019,50306.344775298945,Completed,Unit,Flat,Jabal Ali,90.0,558.9593863922105
12764,10/17/2019,154177.06794778304,Completed,Unit,Hotel Apartment,Burj Khalifa,128.72,1197.7708821300735
12765,10/20/2019,133532.04880448015,Completed,Building,Villa,Al Barsha South Fourth,135.25,987.2979578889475
12766,10/20/2019,370922.3577902226,Completed,Building,Villa,Al Kheeran,347.69,1066.8191716477972
12767,10/22/2019,131658.96508211107,Completed,Unit,Flat,Burj Khalifa,91.6,1437.3249463112563
12768,10/30/2019,43512.60505448478,Completed,Unit,Flat,Me'Aisem First,90.82,479.1081816173176
12769,03/26/2019,52776.984416068066,Completed,Unit,Flat,Al Hebiah Fourth,94.42,558.9598010598186
12771,04/14/2019,382855.59770057816,Completed,Unit,Office,Al Thanyah First,639.28,598.8856177270964
12774,05/30/2019,38014.052022602526,Completed,Unit,Flat,Al Hebiah Fourth,73.24,519.0340254314928
12777,07/21/2019,21856.8966706751,Completed,Unit,Flat,Business Bay,35.71,612.0665547654747
12778,07/21/2019,24659.660190609582,Completed,Unit,Flat,Business Bay,42.4,581.5957592124902
12780,10/31/2019,125274.05598405331,Completed,Unit,Office,Port Saeed,120.68,1038.068080742901
12784,02/14/2019,60782.898402140665,Completed,Unit,Office,Al Thanyah Fifth,95.15,638.8113337061551
12785,02/24/2019,50470.88593321469,Completed,Unit,Flat,Wadi Al Safa 5,114.92,439.1827874453071
12786,03/17/2019,210400.51454349473,Completed,Unit,Flat,Palm Jumeirah,175.66,1197.7713454599495
12787,05/21/2019,285536.6986871574,Completed,Unit,Flat,Palm Jumeirah,238.39,1197.7712936245541
12789,08/27/2019,58475.16786091302,Completed,Unit,Office,Business Bay,97.64,598.8853734218867
12791,07/28/2019,16321.622325371609,Completed,Unit,Office,Business Bay,29.2,558.9596686771099
12792,07/28/2019,15265.161265913497,Completed,Unit,Office,Business Bay,27.31,558.958669568418
12793,07/28/2019,22833.461054265197,Completed,Unit,Office,Business Bay,40.85,558.9586549391724
12794,07/28/2019,34526.93675254508,Completed,Unit,Office,Business Bay,61.77,558.9596365961645
12795,10/29/2019,128728.45590215366,Completed,Unit,Flat,Palm Jumeirah,161.21,798.5140866084837
12801,11/25/2019,198967.35215591203,Completed,Unit,Flat,Palm Jumeirah,226.52,878.365496008794
