instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area
29-03-2018,4600000,COMPLETED,Land,Commercial,Al Thanayah Fourth,527.69
1/4/18,3500000,COMPLETED,Land,Commercial,Al Thanayah Fourth,540.05
1/4/18,16000000,COMPLETED,Land,Commercial,Al Hamriya,948.49
5/4/18,3000000,COMPLETED,Land,Residential,Wadi Al Safa 7,405
9/4/18,4446164,COMPLETED,Land,Residential,Wadi Al Safa 3,1214.89
9/4/18,7682641,COMPLETED,Land,Residential Flats,Al Hebiah Second,3965.23
11/4/18,6150828,COMPLETED,Land,Airport,Madinat Al Mataar,2116.39
15-04-2018,1858145,COMPLETED,Land,Cooling Station,Dubai Investment Park First,3452.55
15-04-2018,5000000,COMPLETED,Land,Residential,Wadi Al Safa 2,720.18
18-04-2018,940108,COMPLETED,Unit,Office,Al Thanyah First,124.77
22-04-2018,2045299,COMPLETED,Unit,Office,Al Thanyah Fifth,844.51
22-04-2018,10000000,COMPLETED,Land,Residential,Al Karama,408.77
23-04-2018,1340794,COMPLETED,Unit,Flat,Marsa Dubai,56.62
24-04-2018,820682,COMPLETED,Unit,Flat,Nadd Hessa,108.92
25-04-2018,8114888,COMPLETED,Land,Residential,Al Barsha South Fourth,11356.39
26-04-2018,4511161,COMPLETED,Land,Unit,Warsan Fourth,2465.3
26-04-2018,1759897,COMPLETED,Unit,Flat,Marsa Dubai,81.75
26-04-2018,53320700,COMPLETED,Land,Industrial,Al Goze Industrial Third,4128.05
16-01-2018,2860011,COMPLETED,Land,Commercial,Al Muteena,332.55
18-01-2018,180000000,COMPLETED,Land,Commercial,Hor Al Anz East,4707.02
18-01-2018,21089966,COMPLETED,Land,Residential,Um Suqaim Second,5295.47
22-01-2018,5400000,COMPLETED,Building,Villa,Dubai Investment Park First,1487.79
23-01-2018,5000000,COMPLETED,Land,Commercial,Al Ras,28.88
23-01-2018,11000000,COMPLETED,Land,Residential,Um Suqaim Second,1404.04
28-01-2018,2300000,COMPLETED,Land,Residential,Al Barsha South Fourth,244.5
30-01-2018,5499992,COMPLETED,Land,Industrial,Al Qusais Industrial Third,1858.06
30-01-2018,913273,COMPLETED,Unit,Shop,Jabal Ali Industrial Second,141.41
1/2/18,2125245,COMPLETED,Unit,Flat,Jabal Ali Industrial Second,329.07
4/2/18,28000000,COMPLETED,Land,Commercial,Palm Jumeirah,1246.46
6/2/18,3749994,COMPLETED,Land,Residential,Mirdif,929.03
11/2/18,735734,COMPLETED,Unit,Flat,Al Hebiah Fourth,56.96
12/2/18,4580900,COMPLETED,Land,Residential Flats,Hadaeq Sheikh Mohammed Bin Rashid,1063.95
12/2/18,4507706,COMPLETED,Land,Residential Flats,Hadaeq Sheikh Mohammed Bin Rashid,1046.95
13-02-2018,2137064,COMPLETED,Unit,Office,Al Thanyah Fifth,198.54
18-02-2018,1800000,COMPLETED,Building,Villa,Al Thanayah Fourth,265.57
21-02-2018,1381546,COMPLETED,Unit,Flat,Burj Khalifa,51.34
22-02-2018,867977,COMPLETED,Unit,Flat,Al Hebiah Fourth,108.97
22-02-2018,869331,COMPLETED,Unit,Flat,Al Hebiah Fourth,109.14
22-02-2018,867260,COMPLETED,Unit,Flat,Al Hebiah Fourth,108.88
22-02-2018,773907,COMPLETED,Unit,Flat,Al Hebiah Fourth,97.16
6/3/18,5895323,COMPLETED,Unit,Flat,Marsa Dubai,391.21
6/3/18,1157980,COMPLETED,Unit,Flat,Marsa Dubai,107.58
7/3/18,1514997,COMPLETED,Unit,Flat,Marsa Dubai,117.29
8/3/18,1529173,COMPLETED,Unit,Flat,Burj Khalifa,129.15
13-03-2018,39596243,COMPLETED,Land,Residential,Al Merkadh,7357.18
15-03-2018,33489313,COMPLETED,Land,Land,Island 2,2222.33
21-03-2018,75000000,COMPLETED,Land,Commercial,Muhaisanah Fourth,2358.81
26-03-2018,976630,COMPLETED,Unit,Flat,Nad Al Shiba First,75.61
4/4/18,198000000,COMPLETED,Land,Commercial,Al Barsha First,3545.46
4/4/18,31186135,COMPLETED,Land,Commercial,Nad Al Hamar,2068
5/4/18,2307995,COMPLETED,Land,Commercial,Hor Al Anz,214.42
9/4/18,1252142,COMPLETED,Unit,Office,Al Thanyah Fifth,193.88
12/4/18,39596243,COMPLETED,Land,Residential,Al Merkadh,7357.18
19-04-2018,22260391,COMPLETED,Land,Commercial,Dubai Investment Park Second,5170.15
22-04-2018,2045299,COMPLETED,Unit,Office,Al Thanyah Fifth,844.51
23-04-2018,85000000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,2194.46
23-04-2018,2161307,COMPLETED,Unit,Office,Al Thanyah Fifth,892.41
23-04-2018,25000000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,480.31
23-04-2018,2161307,COMPLETED,Unit,Office,Al Thanyah Fifth,892.41
23-04-2018,2161307,COMPLETED,Unit,Office,Al Thanyah Fifth,892.41
23-04-2018,923206,COMPLETED,Unit,Office,Al Thanyah Fifth,329.88
23-04-2018,2161307,COMPLETED,Unit,Office,Al Thanyah Fifth,892.41
23-04-2018,5832419,COMPLETED,Unit,Flat,Burj Khalifa,216.74
24-04-2018,857527,COMPLETED,Unit,Flat,Nadd Hessa,113.81
24-04-2018,4097041,COMPLETED,Unit,Flat,Marsa Dubai,317.19
24-04-2018,4261449,COMPLETED,Unit,Flat,Burj Khalifa,152.27
1/5/18,1950000,COMPLETED,Building,Villa,Wadi Al Safa 6,287.5
1/5/18,1532714,COMPLETED,Unit,Flat,Al Thanyah First,203.42
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
2/5/18,187926,COMPLETED,Unit,Office,Business Bay,26.86
6/5/18,3429959,COMPLETED,Land,Residential,Al Bada,227.61
7/5/18,11000000,COMPLETED,Land,Industrial,Al Warsan Third,2960.26
8/5/18,419027,COMPLETED,Unit,Flat,Al Hebiah Fourth,35.39
8/5/18,6999990,COMPLETED,Land,Labor Camp,Jabal Ali Industrial First,1858.06
8/5/18,24808278,COMPLETED,Land,Industrial,Al Goze Industrial Third,8380.97
9/5/18,1089543,COMPLETED,Unit,Flat,Al Thanyah Fifth,92.02
14-05-2018,657982066,COMPLETED,Land,Land,Mena Jabal Ali,1203234.47
20-05-2018,525305,COMPLETED,Unit,Flat,Wadi Al Safa 2,65.07
20-05-2018,6500000,COMPLETED,Land,Residential,Al Barsha Third,1393.55
21-05-2018,2107227,COMPLETED,Unit,Office,Burj Khalifa,163.14
22-05-2018,2030986,COMPLETED,Unit,Flat,Burj Khalifa,125.79
23-05-2018,5000000,COMPLETED,Land,Commercial,Me'Aisem First,913.8
23-05-2018,4883990,COMPLETED,Land,Residential,Al Barsha Second,1512.46
23-05-2018,721697,COMPLETED,Unit,Flat,Business Bay,39.44
23-05-2018,3000000,COMPLETED,Land,Commercial,Al Raffa,257.18
24-05-2018,75027052,COMPLETED,Land,General Use,Madinat Dubai Almelaheyah,5808.54
24-05-2018,635425,COMPLETED,Unit,Flat,Al Thanyah Fifth,45.41
24-05-2018,29154755,COMPLETED,Unit,Shop,Palm Jumeirah,1504.76
24-05-2018,53000000,COMPLETED,Land,Industrial,Al Qusais Industrial Second,5764.54
24-05-2018,13334986,COMPLETED,Land,Commercial,Jumeirah First,2064.77
14-01-2018,7358374,COMPLETED,Land,Residential,Al Hudaiba,1709.04
14-01-2018,908069,COMPLETED,Unit,Office,Al Thanyah Fifth,99.25
14-01-2018,48280020,COMPLETED,Land,Commercial,Madinat Dubai Almelaheyah,2638.45
17-01-2018,716100,COMPLETED,Unit,Office,Al Thanyah Fifth,95.04
18-01-2018,4800000,COMPLETED,Land,Residential,Al Twar Second,1300.64
21-01-2018,15744345,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,2089.57
22-01-2018,17079941,COMPLETED,Land,Commercial,Al Jadaf,1586.78
22-01-2018,5250000,COMPLETED,Land,Commercial,Al Thanayah Fourth,729.1
23-01-2018,36000000,COMPLETED,Land,Residential,Jumeirah First,2376.46
23-01-2018,950452,COMPLETED,Unit,Office,Burj Khalifa,88.3
25-01-2018,657943,COMPLETED,Unit,Flat,Nadd Hessa,81.5
29-01-2018,6400699,COMPLETED,Land,Warehouse,Jabal Ali Industrial First,1982.15
30-01-2018,1722869,COMPLETED,Unit,Hotel Apartment,Burj Khalifa,160.06
30-01-2018,2316391,COMPLETED,Unit,Flat,Palm Jumeirah,107.6
1/2/18,356875403,COMPLETED,Land,Commercial,Palm Jumeirah,47364.06
4/2/18,1867235,COMPLETED,Unit,Flat,Al Thanyah Third,144.56
6/2/18,11000000,COMPLETED,Land,Residential,Nad Al Shiba First,3716.12
15-02-2018,1301893,COMPLETED,Unit,Flat,Al Thanyah Fifth,102.5
15-02-2018,51473830,COMPLETED,Land,Commercial,Al Muteena,2391.04
15-02-2018,2232145,COMPLETED,Unit,Flat,Al Barshaa South Third,187.16
15-02-2018,2418196,COMPLETED,Land,,Al Jadaf,748.86
15-02-2018,9950000,COMPLETED,Land,Industrial,Ras Al Khor Industrial First,3697.54
19-02-2018,9879795,COMPLETED,Land,Hotel,Me'Aisem First,3939.33
19-02-2018,8848014,COMPLETED,Land,Residential Flats,Me'Aisem First,2609.55
19-02-2018,1207601,COMPLETED,Unit,Flat,Marsa Dubai,86.3
25-02-2018,16446679,COMPLETED,Land,Labor Camp,Jabal Ali Industrial First,3819.87
26-02-2018,6051448,COMPLETED,Land,Industrial,Saih Shuaib 2,3747.99
26-02-2018,11926151,COMPLETED,Land,Industrial,Saih Shuaib 2,4616.57
26-02-2018,12342695,COMPLETED,Land,Commercial,Al Nahda Second,1528.9
26-02-2018,7000000,COMPLETED,Land,Residential,Jumeirah Third,932.75
27-02-2018,8525008,COMPLETED,Land,Residential,Jumeirah First,1440
1/3/18,282566152,COMPLETED,Land,Industrial,Jabal Ali Industrial First,328141
12/3/18,1283864,COMPLETED,Unit,Flat,Burj Khalifa,47.71
15-03-2018,506559,COMPLETED,Unit,Flat,Al Warsan First,67.23
15-03-2018,88832400,COMPLETED,Land,Commercial,Dubai Investment Park Second,13053.74
21-03-2018,7500000,COMPLETED,Land,Commercial,Al Khabeesi,990.53
21-03-2018,22000000,COMPLETED,Land,Residential,Um Suqaim Second,2734.41
22-03-2018,6500000,COMPLETED,Land,,Al Mizhar Second,1858.06
22-03-2018,8009934,COMPLETED,Land,Commercial,Nad Al Hamar,1860.37
25-03-2018,6325836,COMPLETED,Unit,Office,Business Bay,348.34
29-03-2018,20000000,COMPLETED,Land,Commercial,Port Saeed,918.35
3/4/18,1800000,COMPLETED,Building,Villa,Al Thanayah Fourth,207.08
3/4/18,230000000,COMPLETED,Land,Commercial,Business Bay,929.03
3/4/18,2800000,COMPLETED,Building,Villa,Al Thanayah Fourth,564.31
3/4/18,4000000,COMPLETED,Land,Commercial,Nadd Hessa,369.71
3/4/18,1841918,COMPLETED,Unit,Flat,Burj Khalifa,114.08
5/4/18,2190389,COMPLETED,Land,Industrial,Al Qusais Industrial Fourth,1017.47
5/4/18,365976,COMPLETED,Unit,Office,Business Bay,40.06
9/4/18,5000000,COMPLETED,Land,Residential,Wadi Al Safa 6,925.28
12/4/18,852709,COMPLETED,Unit,Office,Al Thanyah Fifth,304.69
16-04-2018,26000000,COMPLETED,Land,Commercial,Dubai Investment Park First,11512.4
17-04-2018,2563799,COMPLETED,Unit,Flat,Palm Jumeirah,158.79
18-04-2018,1238332,COMPLETED,Unit,Office,Al Thanyah First,164.35
18-04-2018,1339492,COMPLETED,Unit,Flat,Al Thanyah Fifth,113.13
18-04-2018,3500000,COMPLETED,Land,Commercial,Al Thanayah Fourth,813.74
19-04-2018,555546,COMPLETED,Unit,Flat,Al Thanyah Fifth,46.92
22-04-2018,4326093,COMPLETED,Land,,Al Ttay,2232.82
22-04-2018,2045299,COMPLETED,Unit,Office,Al Thanyah Fifth,844.51
23-04-2018,5293578,COMPLETED,Unit,Flat,Burj Khalifa,189.15
23-04-2018,537926892,COMPLETED,Land,,Mankhool,41645.91
24-04-2018,1245329,COMPLETED,Unit,Flat,Marsa Dubai,77.13
25-04-2018,3229170,COMPLETED,Land,Electricity Station,Al Qusais Industrial Fifth,3000
26-04-2018,9000000,COMPLETED,Land,Commercial,Dubai Investment Park Second,3983.09
29-04-2018,632766,COMPLETED,Unit,Office,Nad Al Shiba,83.98
29-04-2018,632766,COMPLETED,Unit,Office,Nad Al Shiba,83.98
30-04-2018,21000000,COMPLETED,Land,Commercial,Me'Aisem First,1832.63
2/5/18,4126879,COMPLETED,Unit,Flat,Marsa Dubai,255.6
2/5/18,6000000,COMPLETED,Land,Residential,Al Satwa,232.25
2/5/18,204298,COMPLETED,Unit,Office,Business Bay,29.2
3/5/18,4000000,COMPLETED,Land,Commercial,Al Waheda,1311.79
3/5/18,19000000,COMPLETED,Land,Commercial,Naif,130.9
8/5/18,1120823,COMPLETED,Unit,Flat,Al Thanyah Fifth,130.16
10/5/18,8145387,COMPLETED,Land,Land,Jumeirah First,1261.22
10/5/18,30000000,COMPLETED,Land,Commercial,Al Thanayah Fourth,2368.48
17-05-2018,3000000,COMPLETED,Land,Commercial,Abu Hail,956.48
14-01-2018,1385992,COMPLETED,Unit,Flat,Al Barshaa South Third,143.07
23-01-2018,7000000,COMPLETED,Land,Industrial,Al Goze Industrial Third,1839.48
29-01-2018,49193983,COMPLETED,Land,Residential,Business Bay,3046.85
31-01-2018,1345573,COMPLETED,Unit,Flat,Marsa Dubai,78.13
31-01-2018,1823049,COMPLETED,Unit,Flat,Al Thanyah Fifth,153.97
1/2/18,1140854,COMPLETED,Unit,Office,Business Bay,81.53
5/2/18,23327265,COMPLETED,Land,Commercial,Al Thanayah Fourth,2708.97
6/2/18,12600000,COMPLETED,Land,Residential,Jumeirah First,894.38
6/2/18,2349996,COMPLETED,Land,Residential,Al Mizhar First,929.03
7/2/18,140000000,COMPLETED,Land,Commercial,Al Karama,6466.05
11/2/18,1251959,COMPLETED,Unit,Flat,Marsa Dubai,89.47
13-02-2018,1221487,COMPLETED,Unit,Office,Al Thanyah Fifth,113.48
13-02-2018,2428502,COMPLETED,Unit,Flat,Marsa Dubai,265.43
15-02-2018,3241957,COMPLETED,Unit,Office,Al Thanyah Third,250.99
19-02-2018,30000000,COMPLETED,Land,Residential,Al Qusais First,1393.55
27-02-2018,2397874,COMPLETED,Unit,Office,Al Thanyah First,222.77
27-02-2018,872629,COMPLETED,Unit,Office,Al Thanyah First,81.07
1/3/18,9687510,COMPLETED,Land,Industrial,Margham,90000
7/3/18,6999990,COMPLETED,Land,Labor Camp,Jabal Ali Industrial First,1858.06
7/3/18,6614308,COMPLETED,Land,Industrial,Jabal Ali Industrial First,4096.6
8/3/18,9000000,COMPLETED,Land,Commercial,Al Baraha,315.15
12/3/18,906831,COMPLETED,Unit,Flat,Al Hebiah Fourth,112.33
14-03-2018,174805668,COMPLETED,Land,Hospital,Al Jadaf,43306.65
14-03-2018,19999972,COMPLETED,Land,Commercial,Business Bay,1858.06
19-03-2018,566944849,COMPLETED,Land,Amusement Park,Ras Al Khor Industrial Third,1053419.02
19-03-2018,148608938,COMPLETED,Land,Land,Al Wasl,7462.83
26-03-2018,1534716,COMPLETED,Unit,Flat,Nad Al Shiba First,142.58
1/4/18,694486,COMPLETED,Unit,Flat,Marsa Dubai,64.52
2/4/18,1144633,COMPLETED,Unit,Flat,Palm Jumeirah,106.41
15-04-2018,5500000,COMPLETED,Land,Commercial,Al Thanayah Fourth,840.59
17-04-2018,1316252,COMPLETED,Unit,Flat,Business Bay,64.36
18-04-2018,14034715,COMPLETED,Land,Residential,Mirdif,3104.45
23-04-2018,549863,COMPLETED,Unit,Office,Al Thanyah Fifth,185.76
23-04-2018,299473,COMPLETED,Unit,Office,Al Thanyah Fifth,92.74
23-04-2018,549863,COMPLETED,Unit,Office,Al Thanyah Fifth,185.76
24-04-2018,8500000,COMPLETED,Land,Commercial,Palm Jumeirah,470.08
29-04-2018,3200000,COMPLETED,Land,Residential,Wadi Al Safa 7,405
29-04-2018,1657963,COMPLETED,Unit,Flat,Al Thanyah Fifth,154.03
2/5/18,2800000,COMPLETED,Land,Residential,Mirdif,692.31
2/5/18,2647058,COMPLETED,Unit,Office,Al Thanyah Fifth,245.92
2/5/18,1318147,COMPLETED,Unit,Office,Business Bay,94.2
2/5/18,905997,COMPLETED,Unit,Office,Al Thanyah Fifth,84.17
6/5/18,6747027,COMPLETED,Unit,Office,Burj Khalifa,313.41
7/5/18,2380544,COMPLETED,Unit,Flat,Palm Jumeirah,147.44
8/5/18,2588244,COMPLETED,Unit,Flat,Palm Jumeirah,200.76
8/5/18,23999944,COMPLETED,Land,Industrial,Al Qusais Industrial First,2229.67
10/5/18,16380050,COMPLETED,Land,Commercial,Oud Metha,1086.98
10/5/18,420434070,COMPLETED,Land,Commercial,Al Marmoom,5579951.13
14-05-2018,2304852,COMPLETED,Land,,Al Karama,535.32
14-05-2018,194257056,COMPLETED,Land,,Palm Jabal Ali,300784.81
14-05-2018,1347640,COMPLETED,Unit,Flat,Al Thanyah Fifth,125.2
16-05-2018,6661304,COMPLETED,Unit,Flat,Burj Khalifa,221.02
16-05-2018,211167826,COMPLETED,Land,,Jabal Ali Industrial First,98090.76
16-05-2018,50000000,COMPLETED,Land,Commercial,Al Jadaf,1116.14
20-05-2018,767573,COMPLETED,Unit,Flat,Al Thanyah Third,71.31
22-05-2018,3295475,COMPLETED,Land,Residential,Abu Hail,612.32
22-05-2018,50615130,COMPLETED,Land,Residential,Al Bada,2938.94
22-05-2018,20464800,COMPLETED,Land,General Authority,Al Khawaneej First,4753.15
23-05-2018,36095124,COMPLETED,Land,,Al Suq Al Kabeer,606.38
23-05-2018,2718261,COMPLETED,Unit,Flat,Burj Khalifa,148.55
23-05-2018,885481,COMPLETED,Unit,Flat,Marsa Dubai,117.52
24-05-2018,15818024,COMPLETED,Land,,Al Satwa,1224.63
24-05-2018,60000000,COMPLETED,Land,Commercial,Hor Al Anz East,2927.23
24-05-2018,35000026,COMPLETED,Land,Agricultural,Al Nahda First,2322.58
24-05-2018,55000000,COMPLETED,Land,Commercial,Hor Al Anz East,2367.63
24-05-2018,4000000,COMPLETED,Land,Commercial,Nadd Hessa,337.63
24-05-2018,86999884,COMPLETED,Land,Industrial,Al Goze Industrial First,67354.68
27-05-2018,700729,COMPLETED,Unit,Flat,Jabal Ali,93
27-05-2018,1015304,COMPLETED,Unit,Office,Al Thanyah Fifth,85.75
27-05-2018,5355443,COMPLETED,Land,,Ras Al Khor Industrial Third,1990.15
27-05-2018,1024777,COMPLETED,Unit,Office,Burj Khalifa,86.55
27-05-2018,2204748,COMPLETED,Unit,Flat,Burj Khalifa,157.56
28-05-2018,954994,COMPLETED,Land,Electricity Station,Muhaisanah Third,887.22
21-01-2018,9056697,COMPLETED,Land,Commercial,Al Warsan First,1529.81
22-01-2018,43179008,COMPLETED,Land,Commercial,Port Saeed,2674.31
23-01-2018,1438207,COMPLETED,Unit,Flat,Burj Khalifa,74.23
23-01-2018,2640005,COMPLETED,Land,Residential,Nad Al Hamar,1114.84
24-01-2018,2119950,COMPLETED,Unit,Flat,Marsa Dubai,78.78
25-01-2018,1365131,COMPLETED,Unit,Flat,Marsa Dubai,50.73
25-01-2018,1010105,COMPLETED,Unit,Office,Al Thanyah Fifth,134.06
28-01-2018,3000000,COMPLETED,Land,Residential,Abu Hail,369.02
30-01-2018,325930,COMPLETED,Unit,Shop,Jabal Ali Industrial Second,37.85
1/2/18,1215847,COMPLETED,Unit,Shop,Jabal Ali Industrial Second,188.26
6/2/18,949246,COMPLETED,Unit,Flat,Burj Khalifa,73.49
7/2/18,3940986,COMPLETED,Unit,Flat,Palm Jumeirah,155.8
11/2/18,700729,COMPLETED,Unit,Flat,Jabal Ali,93
13-02-2018,912563,COMPLETED,Unit,Flat,Business Bay,70.65
13-02-2018,13835109,COMPLETED,Land,Residential,Al Bada,514.13
18-02-2018,2161283,COMPLETED,Unit,Flat,Marsa Dubai,200.79
20-02-2018,7499989,COMPLETED,Land,Industrial,Al Qusais Industrial Fifth,2787.09
20-02-2018,105040056,COMPLETED,Land,Commercial,Rega Al Buteen,3903.3
27-02-2018,954542,COMPLETED,Unit,Office,Al Thanyah First,88.68
27-02-2018,1102008,COMPLETED,Unit,Office,Al Thanyah First,102.38
1/3/18,1685852,COMPLETED,Unit,Flat,Marsa Dubai,92.13
1/3/18,1800000,COMPLETED,Land,Residential,Al Khawaneej Second,929.03
1/3/18,1612163,COMPLETED,Land,Electricity Station,Al Aweer First,2995.5
5/3/18,7600000,COMPLETED,Land,Commercial,Al Buteen,210.98
6/3/18,3800199,COMPLETED,Land,,Al Barsha Third,929.08
6/3/18,2380802,COMPLETED,Unit,Office,Burj Khalifa,184.32
7/3/18,6999990,COMPLETED,Land,Labor Camp,Jabal Ali Industrial First,1858.06
8/3/18,3800000,COMPLETED,Land,Residential,Al Twar Second,910.45
13-03-2018,26648746,COMPLETED,Land,General Use,Al Qusais Industrial First,3094.69
14-03-2018,10606747,COMPLETED,Land,Commercial,Al Qusais Industrial First,758
14-03-2018,7000000,COMPLETED,Land,Commercial,Al Thanyah Fifth,1180.3
14-03-2018,2399996,COMPLETED,Land,,Al Barshaa South Second,929.03
14-03-2018,39890841,COMPLETED,Land,Hospital,Al Jadaf,3088.32
20-03-2018,3500000,COMPLETED,Land,Commercial,Al Karama,211.35
21-03-2018,23500004,COMPLETED,Land,Commercial,Al Qusais Industrial First,2729.03
22-03-2018,22247625,COMPLETED,Land,Residential,Jabal Ali First,6582.88
22-03-2018,10000000,COMPLETED,Land,Commercial,Dubai Investment Park First,8467.08
26-03-2018,6750014,COMPLETED,Land,,Al Warqa First,1393.55
26-03-2018,1534071,COMPLETED,Unit,Flat,Nad Al Shiba First,142.52
27-03-2018,38696952,COMPLETED,Land,Sports Club,Bukadra,3994.52
28-03-2018,2081910,COMPLETED,Unit,Flat,Palm Jumeirah,161.18
8/4/18,8851477,COMPLETED,Land,Commercial,Al Suq Al Kabeer,548.24
8/4/18,548732,COMPLETED,Land,Residential,Jabal Ali First,339.86
9/4/18,1030751,COMPLETED,Unit,Flat,Al Hebiah Fourth,95.76
10/4/18,5000000,COMPLETED,Land,Commercial,Al Thanayah Fourth,535.49
17-04-2018,3854143,COMPLETED,Land,Unit,Warsan Fourth,2387.08
17-04-2018,254383733,COMPLETED,Land,Hotel,Zaabeel Second,47266.09
18-04-2018,642362,COMPLETED,Unit,Flat,Nadd Hessa,79.57
24-04-2018,96000000,COMPLETED,Land,Commercial,Al Barsha First,1507.72
29-04-2018,4200000,COMPLETED,Land,Residential,Wadi Al Safa 6,829.19
1/5/18,63000000,COMPLETED,Land,Commercial,Port Saeed,3794.62
2/5/18,6949432,COMPLETED,Land,Residential Flats,Al Warsan First,1537.2
8/5/18,6103992,COMPLETED,Land,Commercial,Al Suq Al Kabeer,283.54
8/5/18,1047973,COMPLETED,Unit,Flat,Al Thanyah Fifth,121.7
9/5/18,1484933,COMPLETED,Unit,Flat,Al Thanyah Third,91.97
14-05-2018,1534071,COMPLETED,Unit,Flat,Al Thanyah Fifth,203.6
14-05-2018,1347640,COMPLETED,Unit,Flat,Al Thanyah Fifth,125.2
16-05-2018,140000000,COMPLETED,Land,Labor Camp,Jabal Ali Industrial First,10147.05
17-05-2018,3300000,COMPLETED,Unit,Flat,Al Thanyah Fifth,267.43
17-05-2018,4600000,COMPLETED,Land,Commercial,Nadd Hessa,712.94
21-05-2018,1750016,COMPLETED,Land,Residential,Hor Al Anz,231.7
27-05-2018,3806803,COMPLETED,Land,Residential,Wadi Al Safa 6,884.16
27-05-2018,439167,COMPLETED,Unit,Flat,Al Warsan First,68
27-05-2018,1454848,COMPLETED,Unit,Office,Business Bay,135.16
27-05-2018,140000000,COMPLETED,Land,Commercial,Al Raffa,3597.52
27-05-2018,25000000,COMPLETED,Land,Commercial,Eyal Nasser,2005.68
27-05-2018,1436200,COMPLETED,Unit,Office,Burj Khalifa,140.45
27-05-2018,226061920,COMPLETED,Land,Residential Flats,Marsa Dubai,3500.31
27-05-2018,8000000,COMPLETED,Land,Residential,Jumeirah Second,929.03
27-05-2018,9889600,COMPLETED,Land,,Um Suqaim First,656.27
27-05-2018,2854726,COMPLETED,Unit,Flat,Burj Khalifa,204.01
14-01-2018,2779023,COMPLETED,Land,Commercial,Al Raffa,257.79
16-01-2018,1105796,COMPLETED,Unit,Flat,Al Thanyah Fifth,85.61
17-01-2018,1960536,COMPLETED,Unit,Flat,Marsa Dubai,182.14
17-01-2018,5553540,COMPLETED,Land,Government Housing,Al Twar Fourth,2324.06
21-01-2018,2548590,COMPLETED,Unit,Flat,Business Bay,131.54
22-01-2018,261582000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,8100.58
25-01-2018,7849963,COMPLETED,Land,Commercial,Al Warqa First,1350.53
28-01-2018,2521495,COMPLETED,Land,Residential,Al Khawaneej First,900.98
29-01-2018,2094601,COMPLETED,Unit,Flat,Marsa Dubai,129.73
30-01-2018,692054,COMPLETED,Unit,Flat,Al Hebiah Fourth,75.64
31-01-2018,167000433,COMPLETED,Land,Commercial,Al-Cornich,11934.51
31-01-2018,1823049,COMPLETED,Unit,Flat,Al Thanyah Fifth,153.97
31-01-2018,660042,COMPLETED,Unit,Office,Al Thanyah Fifth,76.65
1/2/18,1700000,COMPLETED,Unit,Flat,Madinat Al Mataar,216.32
12/2/18,3014667,COMPLETED,Land,,Al Bada,215.44
14-02-2018,3500000,COMPLETED,Land,Residential,Al Barsha South Fifth,626.17
14-02-2018,3500000,COMPLETED,Land,Residential,Al Barsha South Fifth,626.18
14-02-2018,16656747,COMPLETED,Land,Commercial,Al Thanayah Fourth,1934.33
20-02-2018,862188,COMPLETED,Unit,Flat,Jabal Ali,89
28-02-2018,21529371,COMPLETED,Land,Industrial,Saih Shuaib 2,10000.73
28-02-2018,3499995,COMPLETED,Land,Industrial,Al Goze Industrial Fourth,929.03
1/3/18,1271259,COMPLETED,Unit,Flat,Marsa Dubai,56.24
1/3/18,8103621,COMPLETED,Land,Residential Flats,Al Warqa First,1394.17
1/3/18,768607,COMPLETED,Unit,Office,Burj Khalifa,79.34
1/3/18,4000000,COMPLETED,Land,Residential,Wadi Al Safa 7,640
8/3/18,5878333,COMPLETED,Land,Villa,Al Mamzer,1640.16
13-03-2018,6513300,COMPLETED,Land,Industrial,Al Goze First,2017.02
15-03-2018,2283991,COMPLETED,Unit,Flat,Al Thanyah Third,192.9
15-03-2018,1281345,COMPLETED,Unit,Flat,Al Thanyah Third,91.57
15-03-2018,506559,COMPLETED,Unit,Flat,Al Warsan First,67.23
15-03-2018,293144,COMPLETED,Unit,Flat,Al Warsan First,45.39
15-03-2018,293144,COMPLETED,Unit,Flat,Al Warsan First,45.39
15-03-2018,1189195,COMPLETED,Unit,Flat,Marsa Dubai,55.24
18-03-2018,2999995,COMPLETED,Land,Residential,Al Barsha Second,929.03
19-03-2018,6513300,COMPLETED,Land,Industrial,Al Goze First,2017.02
21-03-2018,42000000,COMPLETED,Land,Commercial,Al Muteena,3916.2
26-03-2018,1534716,COMPLETED,Unit,Flat,Nad Al Shiba First,142.58
26-03-2018,1534071,COMPLETED,Unit,Flat,Nad Al Shiba First,142.52
26-03-2018,1085517,COMPLETED,Unit,Flat,Nad Al Shiba First,84.04
26-03-2018,1092363,COMPLETED,Unit,Flat,Nad Al Shiba First,84.57
29-03-2018,405586,COMPLETED,Unit,Office,Business Bay,44.33
29-03-2018,4063027,COMPLETED,Unit,Flat,Marsa Dubai,222.55
4/4/18,1065152,COMPLETED,Unit,Flat,Marsa Dubai,76.12
8/4/18,13499948,COMPLETED,Land,Commercial,Al Nahda Second,1672.25
11/4/18,27000000,COMPLETED,Land,Commercial,Naif,623.1
